ID,Homepage,Homepage _Duration,Aboutus,Aboutus_Duration,Contactus,Contactus_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Province,TrafficType,VisitorType,Weekend
720,0,0,0,0,11,199.5,0.127272727,0.142424242,0,0,Jul,3,2,1,1,Returning_Visitor,FALSE
721,0,0,0,0,6,219.5,0.011111111,0.077777778,0,0,May,2,4,2,6,Returning_Visitor,FALSE
722,0,0,0,0,27,1065.45,0,0.012345679,0,0,Nov,2,2,3,2,New_Visitor,FALSE
723,2,36,0,0,15,2190.666667,0,0.004444444,0,0,Mar,2,2,3,8,Returning_Visitor,FALSE
724,0,0,0,0,12,471.5,0.016666667,0.066666667,0,0,Mar,1,1,6,3,Returning_Visitor,FALSE
725,0,0,0,0,21,882.75,0,0.020408163,0,0,Dec,2,2,2,2,New_Visitor,TRUE
726,0,0,0,0,98,3986.789646,0.006122449,0.027110844,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
727,5,471.25,0,0,21,883,0,0.010666667,44.98081787,0,Nov,1,1,2,8,New_Visitor,TRUE
728,0,0,1,0,17,982.757619,0.0125,0.035416667,0,0,Sep,2,5,2,1,Returning_Visitor,FALSE
729,4,85,0,0,3,43.5,0,0.05,0,0,Dec,1,1,1,8,New_Visitor,TRUE
730,0,0,0,0,15,1233.25,0.02,0.042222222,0,0.8,May,1,1,1,1,Returning_Visitor,FALSE
731,2,20.75,0,0,22,868.6785714,0.002777778,0.019722222,62.51664293,0,Dec,2,2,1,2,Returning_Visitor,FALSE
732,0,0,0,0,56,2354.958333,0,0.018571429,0,0,Nov,2,2,3,2,New_Visitor,TRUE
733,3,57,0,0,42,3556.516667,0,0.00968254,26.98362279,0,Dec,2,4,3,1,Returning_Visitor,FALSE
734,10,291.2357143,0,0,36,940.1044266,0,0.002845528,87.30695843,0,Aug,2,2,2,2,Returning_Visitor,FALSE
735,0,0,0,0,2,59,0,0.1,0,0,May,1,2,1,6,Returning_Visitor,FALSE
736,0,0,0,0,3,18,0.1,0.111111111,0,0,Nov,3,2,2,13,Returning_Visitor,FALSE
737,1,4,0,0,19,760.25,0,0.011764706,33.788,0,May,1,2,1,3,New_Visitor,FALSE
738,0,0,0,0,19,1195.375,0.004210526,0.036090226,0,0,Nov,2,2,4,13,Returning_Visitor,FALSE
739,4,103.625,0,0,14,1003.416667,0,0.018039216,0,0.2,Feb,1,1,3,3,Returning_Visitor,FALSE
740,0,0,0,0,5,108,0,0.05,0,0,May,1,1,4,3,Returning_Visitor,FALSE
741,2,47,1,0,20,738.9107143,0.017391304,0.023671498,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
742,3,227,0,0,2,62,0,0.025,0,0,Mar,3,2,1,10,Returning_Visitor,TRUE
743,0,0,0,0,5,143.5,0,0.04,0,0,Mar,2,5,3,3,Returning_Visitor,FALSE
744,9,417.25,0,0,42,922.2083333,0,0.024074074,0,1,May,4,1,1,3,Returning_Visitor,TRUE
745,0,0,0,0,14,1037.5,0.014285714,0.047619048,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE
746,0,0,0,0,15,270,0.028571429,0.035714286,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE
747,6,127.4166667,0,0,162,5509.717928,0.001905069,0.021987823,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
748,2,70.6,0,0,27,213.0157143,0,0.007407407,79.51302667,0,Oct,2,2,1,3,New_Visitor,TRUE
749,0,0,0,0,19,926.6333333,0.011111111,0.02962963,0,0,Mar,2,2,2,1,Returning_Visitor,TRUE
750,7,667.25,0,0,4,101.8,0,0.01,0,0,Jul,3,2,6,2,Returning_Visitor,TRUE
751,2,36.2,3,52,4,48,0.057142857,0.057142857,0,0,Jul,1,1,1,4,Returning_Visitor,TRUE
752,0,0,0,0,12,468,0.016666667,0.033333333,0,0,Mar,4,1,4,3,Returning_Visitor,FALSE
753,0,0,0,0,2,63.5,0,0.1,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE
754,0,0,0,0,3,13,0.066666667,0.133333333,0,0,Dec,3,2,3,1,Returning_Visitor,TRUE
755,1,13.75,0,0,32,855.5416667,0.000840336,0.027058824,22.95499447,0,Nov,2,2,2,6,Returning_Visitor,FALSE
756,2,100,0,0,22,639.5,0,0.008695652,101.3721739,0,May,1,1,1,4,Returning_Visitor,TRUE
757,2,18,2,6,10,363.6,0,0.015384615,0,0,Sep,2,2,1,5,New_Visitor,TRUE
758,0,0,0,0,18,356.5,0.0125,0.025,0,0.6,May,2,2,3,2,New_Visitor,FALSE
759,0,0,0,0,16,316,0.025,0.0375,0,0,Nov,1,8,9,2,Returning_Visitor,FALSE
760,0,0,0,0,16,79,0.025,0.0375,0,0,May,2,2,2,4,Returning_Visitor,TRUE
761,1,5,2,66.5,64,1716.583333,0.012121212,0.019444444,0,0,Nov,4,2,1,2,Returning_Visitor,TRUE
762,0,0,0,0,21,1483,0.007894737,0.021754386,0,1,May,1,1,3,7,Returning_Visitor,TRUE
763,0,0,0,0,11,500,0,0.02,44.388,0,May,2,2,3,2,Returning_Visitor,FALSE
764,2,33.75,0,0,6,96,0,0.025,0,0,Dec,2,2,4,2,New_Visitor,FALSE
765,0,0,0,0,6,551.5,0.033333333,0.077777778,0,0,Nov,3,2,4,11,Returning_Visitor,TRUE
766,0,0,0,0,6,180.1666667,0,0.016666667,0,0,May,1,1,7,2,Returning_Visitor,TRUE
767,5,766.8333333,0,0,37,1133.016667,0,0.013846154,49.66307692,0,May,4,2,4,2,Returning_Visitor,FALSE
768,1,129.36,0,0,6,341.36,0,0.0625,11.27546478,0,Nov,2,5,3,1,Returning_Visitor,FALSE
769,2,22.2,0,0,18,584.74,0.005882353,0.023529412,0,0,Aug,1,1,3,2,Returning_Visitor,FALSE
770,4,315,0,0,8,465.8333333,0,0.024242424,0,0,Mar,3,2,3,3,Returning_Visitor,TRUE
771,0,0,0,0,5,115.625,0.04,0.088,0,0,Nov,2,2,3,3,Returning_Visitor,FALSE
772,3,60.73333333,0,0,27,696.9,0,0.014814815,0,0,Sep,2,2,6,4,Returning_Visitor,FALSE
773,0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,5,1,1,Returning_Visitor,TRUE
774,2,83.6,0,0,43,1582.7,0.004545455,0.014393939,0,0,Nov,3,2,3,1,Returning_Visitor,FALSE
775,2,254,1,39,95,4990.959524,0.004123711,0.015307716,5.638103093,0,May,2,2,1,6,Returning_Visitor,FALSE
776,1,0,0,0,61,1934.225758,0.009677419,0.01662531,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE
777,9,138.5666667,1,21.2,39,977.4128571,0.009756098,0.017615176,0,0,Oct,1,1,3,3,Returning_Visitor,FALSE
778,1,15.2,2,62.6,84,4941.698611,0.017647059,0.038705882,0,0,Sep,1,8,6,1,Returning_Visitor,FALSE
779,0,0,0,0,21,197.3333333,0.00952381,0.041269841,0,0.8,May,2,10,7,4,Returning_Visitor,FALSE
780,0,0,0,0,12,305.4,0,0.019444444,0,0,Dec,3,2,1,11,Returning_Visitor,FALSE
781,1,0,0,0,3,22,0.066666667,0.1,0,0.8,May,2,2,1,6,Returning_Visitor,FALSE
782,17,698.1333333,1,9,83,4306.612355,0.001075269,0.019375648,0,0,Oct,7,1,2,1,Returning_Visitor,TRUE
783,5,152.875,2,81,46,2295.182143,0.004081633,0.014873664,21.02481633,0.2,May,3,2,4,1,Returning_Visitor,FALSE
784,1,11,1,10,74,3487.12471,0.002739726,0.009519461,0,0,Nov,3,2,4,3,Returning_Visitor,TRUE
785,0,0,1,0,28,2743.216667,0.020689655,0.042528736,0,0,Mar,2,5,2,1,Returning_Visitor,FALSE
786,0,0,0,0,37,684.7272727,0.005405405,0.023423423,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE
787,1,10,0,0,30,602.5,0.009677419,0.014910394,0,0,Dec,2,2,2,10,Returning_Visitor,FALSE
788,5,237.25,1,181,63,3445.0125,0.011897436,0.028190306,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE
789,0,0,0,0,7,50.5,0.057142857,0.1,0,0,May,3,2,1,3,Returning_Visitor,TRUE
790,9,181.275,2,65,120,3283.715359,0.004651163,0.024543027,2.442153455,0,Nov,1,2,1,2,Returning_Visitor,FALSE
791,0,0,0,0,6,31,0,0.033333333,0,0,Oct,2,5,1,1,Returning_Visitor,FALSE
792,3,120.6666667,0,0,8,261.6,0,0.01,0,0,May,2,7,1,2,New_Visitor,FALSE
793,4,438.8,0,0,4,599,0,0.011111111,0,0,Aug,3,2,3,5,New_Visitor,TRUE
794,0,0,0,0,14,331.3,0,0.015384615,0,0,Jul,1,8,1,1,Returning_Visitor,FALSE
795,3,22,0,0,10,53.83333333,0.025,0.0375,0,0,Dec,4,2,3,10,Returning_Visitor,TRUE
796,6,358.0833333,1,18,93,3422.525,0.020408163,0.039301175,0,0,Nov,2,4,2,1,Returning_Visitor,FALSE
797,0,0,0,0,36,5300.291667,0,0.005714286,0,0,Nov,2,4,6,2,Returning_Visitor,FALSE
798,0,0,0,0,6,83.5,0,0.066666667,0,0,Nov,1,1,3,10,Returning_Visitor,FALSE
799,4,67.5,0,0,27,834.6666667,0,0.014285714,0,0,Nov,2,2,2,2,New_Visitor,TRUE
800,0,0,1,41.5,98,2400.037843,0.000183655,0.011646771,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
801,0,0,0,0,3,48,0,0.033333333,0,0,Mar,2,2,5,1,Returning_Visitor,TRUE
802,0,0,0,0,13,541.9166667,0,0.015384615,26.09995422,0,Dec,2,4,1,2,New_Visitor,FALSE
803,5,104.875,0,0,39,805.625,0,0.020905923,2.217029402,0,Dec,2,2,2,2,Returning_Visitor,FALSE
804,2,223,0,0,8,392.4,0,0.04,0,0,May,1,1,3,1,Returning_Visitor,FALSE
805,2,8.5,0,0,3,25.5,0,0.028571429,0,0,May,2,2,5,4,Returning_Visitor,FALSE
806,0,0,4,82.5,22,1087.986111,0.007692308,0.020244755,0,0,Nov,3,2,3,2,Returning_Visitor,FALSE
807,0,0,0,0,20,584,0,0.003508772,0,0,May,2,2,6,4,New_Visitor,FALSE
808,1,123,0,0,7,181.5,0,0.025,64.7325,0,Mar,2,2,1,2,New_Visitor,TRUE
809,9,164.5833333,1,0,76,3580.333333,0.004819277,0.020522088,12.20780052,0,Nov,4,1,1,1,Returning_Visitor,FALSE
810,3,61,4,31,1,43,0,0.025,0,0,Dec,8,13,9,20,Other,FALSE
811,2,162,0,0,7,204.5,0,0.022222222,0,0,May,1,1,8,2,New_Visitor,FALSE
812,0,0,0,0,4,270,0,0.016666667,0,0.8,Feb,1,1,1,3,Returning_Visitor,FALSE
813,0,0,0,0,5,20.2,0.18,0.186666667,0,0,Aug,3,2,4,20,Returning_Visitor,FALSE
814,0,0,0,0,2,94,0,0.1,0,0,Nov,2,4,2,8,Returning_Visitor,FALSE
815,0,0,0,0,1,0,0.2,0.2,0,0,May,3,3,4,4,Returning_Visitor,FALSE
816,0,0,0,0,2,5,0,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE
817,3,179.5,0,0,22,746.1666667,0,0.004266667,0,0,May,3,3,1,15,Returning_Visitor,TRUE
818,5,102.5333333,0,0,74,2396.690316,0.002699055,0.020349845,15.03328131,0,Mar,2,5,6,1,Returning_Visitor,FALSE
819,2,21,0,0,34,2600.258333,0.011111111,0.037464387,9.938399233,0,Mar,1,1,1,3,Returning_Visitor,FALSE
820,1,31.5,0,0,3,32.83333333,0,0.05,0,0,Dec,2,2,9,2,New_Visitor,TRUE
821,0,0,0,0,25,883.9761905,0.02,0.029333333,0,0,Sep,3,2,3,4,Returning_Visitor,TRUE
822,3,61,0,0,19,573.6571429,0.036842105,0.04,0,0,Mar,1,1,2,1,Returning_Visitor,FALSE
823,1,63.5,0,0,7,58.9,0,0.025,0,0,Dec,1,1,2,2,New_Visitor,FALSE
824,0,0,0,0,1,0,0.2,0.2,0,0,Feb,1,1,1,2,Returning_Visitor,TRUE
825,1,37,0,0,10,240.4166667,0.018181818,0.022727273,0,0,May,2,2,3,3,New_Visitor,TRUE
826,1,154.5,0,0,9,308.3333333,0,0.0125,0,0,Nov,1,2,2,10,Returning_Visitor,TRUE
827,0,0,0,0,8,863.3333333,0,0.014583333,0,0,Mar,2,2,4,3,Returning_Visitor,TRUE
828,3,63.4,1,0,26,1115.4,0.061494253,0.087060755,0,0,Aug,3,2,6,13,Returning_Visitor,TRUE
829,0,0,0,0,9,72,0.022222222,0.044444444,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE
830,0,0,0,0,15,221,0,0.035555556,0,0,May,2,4,1,1,Returning_Visitor,FALSE
831,0,0,0,0,6,546,0,0.04,35.49,0,Mar,2,2,3,1,Returning_Visitor,FALSE
832,0,0,0,0,5,672.5,0,0.04,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
833,7,144.4615385,4,167.1666667,111,2312.337853,0.005128205,0.013887559,8.191922892,0,Nov,1,1,1,2,Returning_Visitor,FALSE
834,0,0,0,0,17,631.5,0.011764706,0.064705882,0,0.8,May,2,2,1,13,Returning_Visitor,FALSE
835,4,19.66666667,3,254.9166667,147,4254.666667,0.008445946,0.01925038,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
836,4,264.1333333,1,152.2,47,906.1166667,0,0.002614379,0,0,Aug,3,2,3,2,New_Visitor,TRUE
837,0,0,0,0,20,436.1,0.04,0.07,0,0,June,1,1,4,3,Returning_Visitor,FALSE
838,3,53.5,0,0,26,1097.05,0,0.019605911,0,0,May,2,2,4,2,Returning_Visitor,FALSE
839,3,176,0,0,21,654.5,0.009090909,0.031818182,0,0.2,May,1,1,2,3,Returning_Visitor,FALSE
840,0,0,0,0,53,1768.657051,0,0.003921569,0,0,Nov,2,4,3,2,Returning_Visitor,FALSE
841,0,0,0,0,3,22.5,0,0.066666667,0,0,May,1,2,3,2,Returning_Visitor,TRUE
842,0,0,0,0,25,610.3095238,0,0.039,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE
843,5,75.25,0,0,35,572.9761905,0.005405405,0.014414414,0,0,Dec,3,2,1,3,Returning_Visitor,FALSE
844,3,82.5,1,56.5,54,2295,0.007272727,0.014545455,0,0,Dec,1,1,1,10,Returning_Visitor,TRUE
845,4,47.5,0,0,16,331.3333333,0,0.010526316,254.6071579,0,May,2,5,1,2,New_Visitor,FALSE
846,13,1249.809524,4,205,36,1626.625433,0.010638298,0.026186255,6.831792392,0,Mar,3,2,2,3,Returning_Visitor,FALSE
847,1,17.75,0,0,22,610.975,0.031818182,0.072727273,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
848,1,30.25,2,0,20,543.9583333,0.00952381,0.026984127,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE
849,10,312,0,0,18,782.5,0,0.002105263,0,0,May,3,2,1,18,Returning_Visitor,TRUE
850,9,441.85,0,0,122,2577.449603,0,0.010463332,75.27712913,0,Nov,1,1,1,2,Returning_Visitor,FALSE
851,0,0,0,0,14,289.625,0,0.028571429,0,0,Nov,2,2,1,2,New_Visitor,TRUE
852,1,0,0,0,17,1314.25,0.045833333,0.1,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE
853,8,108.8333333,0,0,21,780.5833333,0.008695652,0.017391304,25.03946022,0,Nov,2,5,1,3,New_Visitor,FALSE
854,0,0,2,842.3,26,1911.711111,0.015384615,0.036666667,8.018832458,0,Jul,3,2,1,2,Returning_Visitor,TRUE
855,6,184.32,0,0,8,163.22,0,0.018181818,0,0,Nov,1,1,1,2,New_Visitor,FALSE
856,0,0,0,0,2,57,0,0.1,0,0,Mar,3,2,1,1,Returning_Visitor,TRUE
857,4,30.3,0,0,7,493.4,0,0.016666667,0,0,Oct,2,5,1,2,New_Visitor,FALSE
858,8,108.5,0,0,53,1287.852778,0.003389831,0.027514124,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
859,1,162.2,0,0,6,156.2,0.014285714,0.1,0,0,Jul,3,2,3,1,Returning_Visitor,FALSE
860,0,0,0,0,18,353.0833333,0.022222222,0.05,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE
861,0,0,0,0,14,999,0,0.023076923,8.482951523,0,Dec,2,2,3,6,Returning_Visitor,FALSE
862,0,0,0,0,13,734,0,0.0375,0,0,May,1,1,1,3,Returning_Visitor,FALSE
863,1,4,2,11,110,3211.827706,0.003571429,0.012916667,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE
864,0,0,0,0,2,187,0.1,0.15,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE
865,0,0,2,407.5,14,1043.15,0.05,0.08125,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE
866,1,29.2,0,0,66,1364.873333,0.0171875,0.036488095,16.1347001,0,Jul,1,1,8,1,Returning_Visitor,TRUE
867,0,0,0,0,21,1050.25,0,0.028571429,0,0,Nov,2,2,6,2,Returning_Visitor,TRUE
868,4,323.5,0,0,10,320.75,0,0.015384615,0,0,Nov,2,2,6,2,New_Visitor,FALSE
869,3,89,0,0,26,655.5357143,0,0.0375,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE
870,3,39.875,1,414.5,88,4937.639583,0.002173913,0.005857488,25.57242933,0,Nov,2,1,1,2,Returning_Visitor,FALSE
871,7,105.75,0,0,124,3394.130159,0.001587302,0.012918871,5.921482086,0,May,2,2,3,11,Returning_Visitor,TRUE
872,3,62,0,0,13,392.9285714,0.0125,0.025,0,0,May,3,2,3,2,New_Visitor,FALSE
873,0,0,0,0,17,1032.9,0,0.013333333,0,0,Nov,2,4,1,2,Returning_Visitor,FALSE
874,1,96.66666667,0,0,23,1605.875,0.031818182,0.05030303,54.10230816,0,Dec,2,2,2,10,Returning_Visitor,FALSE
875,0,0,0,0,3,24,0.066666667,0.133333333,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE
876,3,249,0,0,8,1046.5,0.04,0.04,0,0,May,1,1,6,4,New_Visitor,TRUE
877,0,0,0,0,21,706.7,0.052380952,0.074716553,0,0,Nov,3,2,3,2,Returning_Visitor,FALSE
878,4,100,0,0,18,954.9083333,0,0.008521303,0,0,Nov,1,2,8,2,Returning_Visitor,TRUE
879,0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,1,Returning_Visitor,FALSE
880,0,0,0,0,14,342.5,0,0.021428571,0,0,May,2,2,8,4,Returning_Visitor,FALSE
881,0,0,0,0,6,236.5,0,0.016666667,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE
882,5,211.25,0,0,22,1344.75,0.034782609,0.048447205,0,0,Nov,3,2,2,8,Returning_Visitor,FALSE
883,0,0,0,0,17,600.5,0,0.005882353,0,0,Mar,2,2,7,10,Returning_Visitor,FALSE
884,0,0,0,0,7,380,0.014285714,0.074285714,0,0,May,2,4,7,1,Returning_Visitor,TRUE
885,1,140.5,0,0,19,1475.166667,0.02037037,0.043333333,16.9796231,0,Nov,3,2,2,10,Returning_Visitor,FALSE
886,0,0,0,0,5,171.5,0,0.02,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE
887,7,156.5,1,122,26,694.7121212,0,0.00297619,0,0,Mar,2,4,1,2,Returning_Visitor,FALSE
888,0,0,0,0,60,967.25,0.006779661,0.025141243,0,0.6,May,2,4,3,3,Returning_Visitor,FALSE
889,1,613.6666667,0,0,4,957,0.161904762,0.096298701,0,0,Mar,3,2,8,10,Returning_Visitor,FALSE
890,2,45,0,0,26,535.3459596,0.007407407,0.01051332,0,0,Mar,2,4,3,10,Returning_Visitor,FALSE
891,1,45.5,3,1021.666667,130,3376.027564,0.007518797,0.029169274,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE
892,9,178.5,0,0,10,558,0.011764706,0.023529412,0,0,Nov,2,5,1,11,Returning_Visitor,FALSE
893,5,390.87,2,29.2,39,2251.116667,0.006818182,0.020887446,0,0,Sep,2,2,9,1,Returning_Visitor,FALSE
894,12,219.274359,4,857.1666667,107,2640.135697,0,0.015489592,6.479206264,0,Nov,1,2,1,2,Returning_Visitor,TRUE
895,0,0,0,0,9,110.5,0,0.05,0,0.6,May,2,4,6,3,Returning_Visitor,FALSE
896,5,68.01428571,1,21.2,63,1033.206667,0,0.009068627,0,0,Aug,2,2,2,2,Returning_Visitor,FALSE
897,12,381.5,1,22.2,154,7835.874629,0.012549679,0.022587818,0,0,Aug,3,2,1,2,Returning_Visitor,TRUE
898,0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,7,13,Returning_Visitor,FALSE
899,8,839,0,0,72,1248.242262,0,0.002597403,13.36332468,0,May,3,2,6,3,Returning_Visitor,TRUE
900,9,125.25,0,0,3,119.25,0,0.025,0,0,Dec,8,13,9,20,Other,FALSE
901,1,24,1,239,11,839.5,0.016666667,0.05,0,0,Mar,1,1,4,2,Returning_Visitor,FALSE
902,1,38,2,20,57,2931.580303,0.004,0.021833333,0,1,May,2,2,4,2,Returning_Visitor,TRUE
903,0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE
904,0,0,0,0,14,244,0.004761905,0.047619048,0,0,May,2,4,1,4,Returning_Visitor,FALSE
905,0,0,0,0,10,824,0.06,0.09,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE
906,0,0,0,0,64,2018.762066,0.009895833,0.027936058,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
907,0,0,0,0,23,347.8522727,0.008695652,0.030434783,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE
908,1,54.4,6,505.6,21,838.15,0,0,0,0,Nov,2,2,3,2,New_Visitor,TRUE
909,1,60,1,15,26,670.1666667,0,0.003846154,0,0,May,2,2,3,4,Returning_Visitor,FALSE
910,0,0,0,0,62,944.4055556,0,0.015591398,0,0,June,1,1,7,3,Returning_Visitor,FALSE
911,0,0,0,0,20,333,0.021052632,0.036842105,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE
912,10,322.8333333,1,12,28,866.2166667,0.006451613,0.012903226,0,0,Dec,2,4,7,1,Returning_Visitor,FALSE
913,3,66.5,3,65.75,152,3684.321458,0.005194805,0.010451453,12.64606692,0,Nov,2,2,1,2,Returning_Visitor,FALSE
914,0,0,0,0,47,636.7,0,0,0,0,Aug,2,4,1,2,New_Visitor,FALSE
915,1,0,2,29,28,557.4047619,0.013793103,0.034154351,0,0.4,May,2,4,3,3,Returning_Visitor,FALSE
916,0,0,0,0,41,1066.339286,0.012195122,0.043292683,0,0,Nov,3,2,3,1,Returning_Visitor,FALSE
917,0,0,2,21,43,1825.557143,0,0.018115942,0,0,Nov,2,6,1,2,Returning_Visitor,TRUE
918,4,131,1,0,39,1752.942857,0.020075188,0.03374269,0,0.2,May,1,1,3,4,Returning_Visitor,FALSE
919,2,49.25,2,17,77,4130.937879,0.011219512,0.029260777,43.99403085,0,Nov,4,1,1,2,Returning_Visitor,FALSE
920,0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,3,Returning_Visitor,FALSE
921,0,0,0,0,6,657.5,0,0.011111111,0,0,May,2,2,1,13,Returning_Visitor,FALSE
922,1,10,3,47.66666667,34,944.297619,0,0.0125,0,0,May,2,2,3,6,Returning_Visitor,FALSE
923,0,0,0,0,2,9,0,0.1,0,0,May,2,2,2,3,Returning_Visitor,FALSE
924,5,85.16666667,1,8,95,3715.777564,0.01010101,0.011851852,0,0,Jul,2,4,4,1,Returning_Visitor,FALSE
925,1,14.5,0,0,24,1277.842857,0,0.016073781,0,0,Nov,3,2,1,2,New_Visitor,TRUE
926,0,0,1,0,22,812.3,0.030848861,0.057391304,0,0,Nov,1,1,4,10,Returning_Visitor,TRUE
927,0,0,0,0,21,1129,0.00952381,0.038095238,0,0,Mar,2,5,5,1,Returning_Visitor,FALSE
928,3,135.5,0,0,37,1238.375,0.005405405,0.030510511,7.941531532,0,May,2,2,1,2,Returning_Visitor,FALSE
929,0,0,0,0,7,88,0.085714286,0.142857143,0,0,Nov,2,4,3,1,Returning_Visitor,FALSE
930,5,153.5666667,0,0,16,742.2095238,0,0.015789474,22.89972198,0,Nov,1,1,3,5,New_Visitor,FALSE
931,0,0,0,0,80,3734.958333,0.0025,0.026547619,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
932,1,10,0,0,32,1277.75,0,0.006060606,78.12165404,0,Dec,8,13,9,20,Other,FALSE
933,9,211.5,4,222,30,2266.270833,0.005263158,0.029874687,0,0,Nov,3,2,1,2,Returning_Visitor,FALSE
934,4,396.5,0,0,6,415.5,0,0.0125,0,0,Dec,1,1,3,8,New_Visitor,FALSE
935,0,0,0,0,6,198.75,0.016666667,0.023333333,0,0,Nov,2,5,7,3,Returning_Visitor,TRUE
936,0,0,0,0,33,1132.791667,0.009090909,0.047474747,0,0,Dec,4,1,3,1,Returning_Visitor,FALSE
937,0,0,0,0,2,84,0.15,0.166666667,0,0,Nov,3,2,6,3,Returning_Visitor,TRUE
938,0,0,0,0,22,464.6583333,0.018181818,0.034090909,0,0,Nov,1,1,4,2,Returning_Visitor,TRUE
939,8,293,0,0,12,399.0666667,0.003030303,0.010606061,37.86167396,0,Nov,4,1,3,3,Returning_Visitor,FALSE
940,1,20.2,6,226,76,1308.573395,0.032611502,0.054407935,0,0,June,3,2,6,2,Returning_Visitor,FALSE
941,4,390.5,0,0,27,1285.583333,0,0.006896552,14.67222588,0,Dec,2,2,8,2,Returning_Visitor,FALSE
942,4,104.25,0,0,38,1429.875,0,0.022807018,4.113391331,0,Nov,2,2,1,13,Returning_Visitor,FALSE
943,0,0,0,0,13,151,0.007692308,0.023076923,0,1,May,1,1,1,1,Returning_Visitor,TRUE
944,8,185,0,0,14,186.1666667,0.021052632,0.035087719,0,0,May,3,2,3,4,Returning_Visitor,FALSE
945,0,0,0,0,12,418.3333333,0,0.004545455,0,0,May,2,4,9,5,Returning_Visitor,FALSE
946,1,18,2,13,20,1287.27381,0.015873016,0.038095238,0,0,Nov,3,2,4,2,Returning_Visitor,FALSE
947,6,101.3333333,0,0,10,266.5,0.028571429,0.028571429,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE
948,0,0,0,0,5,47,0.02,0.06,0,0,May,2,2,3,1,Returning_Visitor,FALSE
949,0,0,0,0,3,27,0.066666667,0.133333333,0,0,Mar,2,2,1,13,Returning_Visitor,FALSE
950,0,0,0,0,24,3181.5,0.002777778,0.027083333,0,0,Nov,2,2,1,13,Returning_Visitor,TRUE
951,0,0,0,0,16,241.4,0.029166667,0.045833333,0,0,Nov,3,2,6,13,Returning_Visitor,FALSE
952,4,89.5,0,0,3,30,0,0.033333333,0,0,May,1,1,1,2,Returning_Visitor,TRUE
953,2,50.875,0,0,32,1375.8,0.016129032,0.041935484,0,0,Nov,3,2,3,6,Returning_Visitor,TRUE
954,7,312.8,1,4,155,2374.966713,0.025906525,0.039077841,0,0,Jul,3,2,4,13,Returning_Visitor,FALSE
955,0,0,0,0,10,196.5,0.044444444,0.066666667,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE
956,0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE
957,1,16.2,1,8.1,17,1180.366667,0.010526316,0.052631579,0,0,Aug,2,2,3,4,Returning_Visitor,FALSE
958,0,0,0,0,8,95,0,0.075,0,0,Feb,4,1,3,3,Returning_Visitor,FALSE
959,10,220,2,88,77,5284.765079,0,0.015,7.668639535,0,May,2,2,3,4,Returning_Visitor,FALSE
960,0,0,0,0,11,1712.416667,0.018181818,0.036363636,0,0,Nov,3,2,1,10,Returning_Visitor,TRUE
961,0,0,2,38.2,39,873,0.01,0.02,0,0,Sep,1,1,1,4,Returning_Visitor,FALSE
962,3,118,0,0,2,96.25,0,0.025,0,0,Dec,8,13,9,20,Other,FALSE
